source,target,proximity
12469,12206,2
12803,12206,23
12822,12206,2
12828,12206,16
12831,12206,54
12833,12206,16
12835,12206,7
12850,12206,8
12859,12206,9
12863,12206,1
12866,12206,102
12871,12206,17
12884,12206,3
12008,12207,4
12009,12207,68
12010,12207,44
12018,12207,62
12019,12207,73
12020,12207,101
12022,12207,4
12023,12207,11
12025,12207,10
12027,12207,13
12028,12207,1
12033,12207,75
12040,12207,2
12041,12207,3
12043,12207,10
12045,12207,4
12046,12207,8
12047,12207,156
12052,12207,11
12053,12207,19
12054,12207,233
12056,12207,12
12057,12207,2
12059,12207,11
12061,12207,100
12062,12207,18
12063,12207,6
12065,12207,261
12066,12207,3
12067,12207,13
12071,12207,1
12074,12207,3
12077,12207,64
12083,12207,16
12084,12207,26
12085,12207,3
12086,12207,4
12087,12207,4
12090,12207,20
12093,12207,1
12094,12207,13
12110,12207,206
12118,12207,52
12120,12207,3
12121,12207,6
12122,12207,4
12123,12207,38
12131,12207,1
12137,12207,7
12138,12207,11
12140,12207,9
12143,12207,26
12144,12207,216
12147,12207,2
12148,12207,23
12150,12207,4
12151,12207,3
12153,12207,7
12154,12207,9
12156,12207,6
12157,12207,4
12158,12207,74
12159,12207,94
12161,12207,2
12166,12207,3
12167,12207,4
12168,12207,2
12169,12207,4
12170,12207,15
12180,12207,391
12182,12207,95
12183,12207,11
12184,12207,37
12185,12207,5
12186,12207,66
12187,12207,1
12188,12207,78
12189,12207,144
12193,12207,8
12194,12207,1
12196,12207,35
12198,12207,80
12202,12207,150
12203,12207,238
12204,12207,106
12205,12207,255
12206,12207,187
12208,12207,214
12209,12207,131
12210,12207,181
12211,12207,86
12222,12207,17
12302,12207,95
12303,12207,179
12304,12207,109
12305,12207,23
12306,12207,149
12307,12207,17
12308,12207,54
12309,12207,183
12469,12207,5
12803,12207,11
12822,12207,9
12828,12207,9
12831,12207,28
12833,12207,6
12835,12207,3
12850,12207,11
12859,12207,1
12866,12207,90
12871,12207,6
12884,12207,2
13459,12207,3
12009,12211,58
12010,12211,42
12018,12211,56
12019,12211,84
12020,12211,159
12022,12211,1
12023,12211,11
12025,12211,8
12027,12211,21
12028,12211,3
12033,12211,72
12040,12211,2
12041,12211,3
12043,12211,5
12045,12211,4
12046,12211,5
12047,12211,174
12052,12211,11
12053,12211,29
12054,12211,160
12056,12211,23
12057,12211,2
12059,12211,20
12061,12211,85
12062,12211,13
12063,12211,6
12065,12211,366
12066,12211,3
12067,12211,11
12074,12211,12
12077,12211,68
12083,12211,19
12084,12211,40
12085,12211,3
12086,12211,2
12087,12211,3
12089,12211,1
12090,12211,16
12093,12211,2
12094,12211,15
12110,12211,245
12118,12211,72
12121,12211,11
12122,12211,3
12123,12211,42
12134,12211,10
12137,12211,12
12138,12211,9
12140,12211,12
12143,12211,33
12144,12211,180
12148,12211,36
12149,12211,4
12150,12211,2
12151,12211,9
12153,12211,7
12154,12211,17
12156,12211,12
12157,12211,1
12158,12211,56
12159,12211,93
12160,12211,1
12161,12211,5
12166,12211,1
12167,12211,1
12168,12211,12
12170,12211,33
12175,12211,2
12180,12211,332
12182,12211,101
12183,12211,39
12184,12211,30
12185,12211,15
12186,12211,57
12188,12211,89
12189,12211,157
12193,12211,13
12196,12211,23
12198,12211,97
12202,12211,88
12203,12211,248
12204,12211,97
12205,12211,400
12206,12211,148
12207,12211,20
12208,12211,167
12209,12211,113
12210,12211,79
12222,12211,11
12302,12211,143
12303,12211,194
12304,12211,136
12305,12211,15
12306,12211,146
12307,12211,19
12308,12211,69
12309,12211,259
12469,12211,6
12803,12211,12
12822,12211,15
12828,12211,9
12831,12211,38
12833,12211,7
12835,12211,3
12850,12211,7
12859,12211,8
12863,12211,2
12866,12211,125
12871,12211,23
12884,12211,1
12008,12302,14
12009,12302,43
12010,12302,339
12018,12302,20
12019,12302,163
12020,12302,257
12022,12302,1
12023,12302,6
12025,12302,39
12027,12302,77
12028,12302,5
12033,12302,34
12035,12302,1
12041,12302,1
12043,12302,6
12046,12302,1
12047,12302,78
12052,12302,1
12053,12302,50
12054,12302,26
12056,12302,34
12059,12302,1
12061,12302,26
12062,12302,7
12063,12302,2
12064,12302,1
12065,12302,292
12066,12302,13
12067,12302,4
12074,12302,31
12076,12302,1
12077,12302,17
12083,12302,5
12084,12302,12
12085,12302,4
12086,12302,19
12087,12302,2
12090,12302,5
12092,12302,3
12093,12302,2
12094,12302,8
12110,12302,61
12118,12302,81
12120,12302,2
12121,12302,6
12122,12302,7
12123,12302,13
12134,12302,19
12137,12302,26
12138,12302,5
12140,12302,5
12143,12302,14
12144,12302,47
12148,12302,30
12149,12302,2
12150,12302,18
12151,12302,6
12153,12302,5
12154,12302,7
12156,12302,2
12157,12302,4
12158,12302,16
12159,12302,13
12160,12302,1
12161,12302,1
12166,12302,10
12167,12302,2
12168,12302,3
12170,12302,23
12175,12302,1
12180,12302,139
12182,12302,49
12183,12302,6
12184,12302,9
12185,12302,2
12186,12302,17
12187,12302,1
12188,12302,47
12189,12302,53
12193,12302,4
12196,12302,5
12198,12302,18
12202,12302,16
12203,12302,51
12204,12302,7
12205,12302,106
12206,12302,41
12207,12302,9
12208,12302,36
12209,12302,21
12210,12302,14
12211,12302,27
12222,12302,15
12303,12302,403
12304,12302,311
12305,12302,63
12306,12302,379
12307,12302,133
12308,12302,232
12309,12302,267
12803,12302,22
12822,12302,22
12828,12302,29
12831,12302,55
12833,12302,21
12835,12302,5
12850,12302,28
12859,12302,7
12863,12302,3
12866,12302,117
12871,12302,14
12884,12302,2
13459,12302,1
12007,12305,1
12008,12305,16
12009,12305,94
12010,12305,260
12018,12305,22
12019,12305,254
12020,12305,268
12022,12305,1
12023,12305,16
12025,12305,50
12027,12305,95
12028,12305,3
12033,12305,30
12035,12305,2
12036,12305,1
12041,12305,3
12043,12305,12
12045,12305,1
12046,12305,1
12047,12305,128
12052,12305,6
12053,12305,73
12054,12305,78
12056,12305,36
12059,12305,18
12061,12305,34
12062,12305,6
12064,12305,1
12065,12305,598
12066,12305,18
12067,12305,5
12074,12305,35
12076,12305,3
12077,12305,29
12083,12305,8
12084,12305,52
12085,12305,5
12086,12305,14
12087,12305,2
12089,12305,1
12090,12305,12
12092,12305,1
12093,12305,2
12094,12305,11
12110,12305,134
12118,12305,113
12120,12305,2
12121,12305,12
12122,12305,6
12123,12305,21
12134,12305,16
12137,12305,29
12138,12305,8
12140,12305,6
12143,12305,14
12144,12305,69
12147,12305,1
12148,12305,99
12149,12305,4
12150,12305,31
12151,12305,11
12153,12305,1
12154,12305,16
12156,12305,3
12157,12305,7
12158,12305,30
12159,12305,35
12161,12305,1
12166,12305,7
12167,12305,2
12168,12305,3
12169,12305,1
12170,12305,35
12175,12305,2
12180,12305,212
12182,12305,49
12183,12305,7
12184,12305,6
12185,12305,13
12186,12305,55
12188,12305,85
12189,12305,88
12193,12305,4
12196,12305,7
12198,12305,40
12202,12305,25
12203,12305,160
12204,12305,41
12205,12305,180
12206,12305,51
12207,12305,6
12208,12305,72
12209,12305,36
12210,12305,17
12211,12305,76
12222,12305,20
12302,12305,841
12303,12305,633
12304,12305,421
12306,12305,665
12307,12305,119
12308,12305,397
12309,12305,801
12469,12305,1
12803,12305,21
12822,12305,13
12828,12305,8
12831,12305,73
12833,12305,19
12835,12305,5
12850,12305,26
12859,12305,11
12863,12305,2
12866,12305,210
12871,12305,16
12884,12305,2
13459,12305,3
12008,12866,5
12009,12866,33
12010,12866,294
12018,12866,38
12019,12866,434
12020,12866,1924
12022,12866,3
12023,12866,18
12025,12866,131
12027,12866,87
12028,12866,12
12033,12866,21
12035,12866,1
12041,12866,1
12043,12866,7
12045,12866,3
12046,12866,3
12047,12866,91
12052,12866,10
12053,12866,23
12054,12866,52
12056,12866,17
12057,12866,33
12059,12866,10
12061,12866,31
12062,12866,8
12063,12866,1
12064,12866,1
12065,12866,756
12066,12866,10
12067,12866,4
12074,12866,153
12076,12866,2
12077,12866,26
12083,12866,8
12084,12866,14
12085,12866,2
12086,12866,35
12087,12866,4
12090,12866,35
12092,12866,1
12093,12866,1
12094,12866,13
12110,12866,109
12118,12866,413
12120,12866,1
12121,12866,22
12122,12866,4
12123,12866,23
12134,12866,32
12137,12866,9
12138,12866,13
12140,12866,4
12143,12866,20
12144,12866,76
12147,12866,2
12148,12866,80
12149,12866,2
12150,12866,7
12151,12866,26
12154,12866,41
12156,12866,2
12157,12866,1
12158,12866,18
12159,12866,51
12160,12866,2
12161,12866,1
12166,12866,5
12167,12866,3
12168,12866,9
12169,12866,2
12170,12866,216
12175,12866,4
12180,12866,248
12182,12866,78
12183,12866,11
12184,12866,6
12185,12866,19
12186,12866,39
12187,12866,1
12188,12866,168
12189,12866,79
12193,12866,10
12196,12866,9
12198,12866,35
12202,12866,30
12203,12866,84
12204,12866,28
12205,12866,110
12206,12866,38
12207,12866,3
12208,12866,60
12209,12866,41
12210,12866,27
12211,12866,59
12222,12866,19
12302,12866,293
12303,12866,154
12304,12866,130
12305,12866,35
12306,12866,160
12307,12866,44
12308,12866,96
12309,12866,206
12469,12866,1
12803,12866,355
12822,12866,508
12828,12866,371
12831,12866,1669
12833,12866,523
12835,12866,128
12850,12866,250
12859,12866,220
12863,12866,48
12871,12866,374
12884,12866,51
13459,12866,1
12008,12010,2
12009,12010,9
12018,12010,6
12019,12010,70
12020,12010,149
12023,12010,6
12025,12010,359
12027,12010,18
12031,12010,1
12033,12010,15
12035,12010,7
12036,12010,1
12041,12010,1
12043,12010,36
12047,12010,41
12052,12010,1
12053,12010,38
12054,12010,23
12056,12010,13
12059,12010,6
12061,12010,10
12062,12010,5
12064,12010,4
12065,12010,110
12066,12010,67
12067,12010,2
12074,12010,69
12076,12010,4
12077,12010,12
12083,12010,4
12084,12010,2
12085,12010,1
12086,12010,148
12087,12010,1
12090,12010,4
12092,12010,14
12093,12010,2
12110,12010,34
12118,12010,42
12121,12010,2
12122,12010,15
12123,12010,2
12134,12010,72
12137,12010,33
12138,12010,2
12140,12010,1
12143,12010,15
