source,target,proximity
14424,14414,31
14425,14414,15
14428,14414,8
14432,14414,1
14433,14414,1
14435,14414,26
14437,14414,124
14441,14414,1
14445,14414,8
14450,14414,31
14454,14414,161
14456,14414,3
14462,14414,9
14464,14414,4
14466,14414,28
14467,14414,29
14468,14414,19
14469,14414,31
14470,14414,7
14471,14414,14
14472,14414,38
14475,14414,2
14476,14414,3
14477,14414,3
14478,14414,3
14480,14414,14
14481,14414,20
14482,14414,46
14485,14414,40
14486,14414,3
14487,14414,75
14489,14414,2
14502,14414,7
14504,14414,2
14505,14414,2
14507,14414,7
14510,14414,85
14511,14414,2
14512,14414,6
14513,14414,5
14514,14414,2
14517,14414,18
14519,14414,8
14522,14414,3
14525,14414,14
14526,14414,4
14527,14414,29
14532,14414,3
14533,14414,46
14534,14414,21
14539,14414,2
14543,14414,20
14544,14414,4
14545,14414,1
14546,14414,18
14548,14414,5
14551,14414,2
14559,14414,12
14560,14414,21
14564,14414,22
14568,14414,1
14571,14414,1
14572,14414,57
14580,14414,21
14586,14414,32
14589,14414,7
14590,14414,1
14592,14414,1
14604,14414,2
14605,14414,6
14606,14414,27
14607,14414,11
14608,14414,19
14609,14414,23
14610,14414,5
14611,14414,22
14612,14414,24
14613,14414,23
14614,14414,1
14615,14414,7
14616,14414,11
14617,14414,13
14618,14414,8
14619,14414,7
14620,14414,19
14621,14414,15
14622,14414,6
14623,14414,32
14624,14414,31
14625,14414,7
14626,14414,22
14822,14414,2
14836,14414,2
14837,14414,10
14842,14414,3
14846,14414,3
14878,14414,1
13143,14445,1
13146,14445,2
13156,14445,1
14098,14445,4
14103,14445,5
14411,14445,2
14414,14445,22
14416,14445,1
14420,14445,33
14423,14445,12
14424,14445,53
14425,14445,51
14428,14445,15
14432,14445,6
14433,14445,4
14435,14445,4
14437,14445,9
14441,14445,1
14450,14445,303
14454,14445,10
14456,14445,10
14464,14445,11
14466,14445,4
14467,14445,13
14468,14445,34
14469,14445,18
14470,14445,5
14471,14445,5
14472,14445,28
14475,14445,1
14476,14445,1
14480,14445,4
14481,14445,1
14482,14445,5
14485,14445,17
14487,14445,8
14489,14445,8
14502,14445,83
14504,14445,6
14505,14445,16
14506,14445,6
14510,14445,1
14511,14445,1
14512,14445,10
14513,14445,22
14514,14445,11
14516,14445,2
14519,14445,51
14522,14445,42
14525,14445,1
14526,14445,161
14527,14445,3
14532,14445,5
14533,14445,2
14534,14445,142
14543,14445,12
14546,14445,9
14548,14445,14
14551,14445,10
14555,14445,2
14559,14445,38
14560,14445,10
14561,14445,6
14564,14445,53
14568,14445,29
14572,14445,2
14580,14445,236
14586,14445,27
14589,14445,34
14590,14445,2
14604,14445,5
14605,14445,18
14606,14445,69
14607,14445,45
14608,14445,24
14609,14445,147
14610,14445,52
14611,14445,16
14612,14445,113
14613,14445,20
14614,14445,2
14615,14445,29
14616,14445,65
14617,14445,69
14618,14445,86
14619,14445,19
14620,14445,59
14621,14445,43
14622,14445,64
14623,14445,57
14624,14445,114
14625,14445,67
14626,14445,69
14836,14445,1
14837,14445,4
14058,14480,2
14103,14480,1
14411,14480,1
14414,14480,14
14416,14480,1
14420,14480,2
14422,14480,1
14423,14480,2
14424,14480,7
14425,14480,3
14428,14480,3
14432,14480,2
14435,14480,20
14437,14480,33
14445,14480,1
14450,14480,5
14454,14480,17
14456,14480,1
14462,14480,1
14464,14480,2
14466,14480,17
14467,14480,5
14468,14480,1
14469,14480,1
14471,14480,8
14472,14480,2
14481,14480,3
14482,14480,7
14485,14480,15
14487,14480,87
14506,14480,1
14510,14480,10
14512,14480,2
14513,14480,1
14514,14480,1
14517,14480,4
14519,14480,2
14525,14480,3
14527,14480,2
14532,14480,2
14534,14480,3
14544,14480,2
14546,14480,1
14560,14480,9
14564,14480,2
14568,14480,1
14572,14480,13
14580,14480,6
14586,14480,5
14604,14480,1
14605,14480,1
14606,14480,2
14607,14480,1
14610,14480,1
14612,14480,1
14613,14480,1
14616,14480,3
14617,14480,2
14618,14480,3
14619,14480,1
14622,14480,1
14623,14480,5
14624,14480,5
14625,14480,1
14626,14480,3
14846,14480,2
13143,14534,3
13146,14534,3
14058,14534,5
14098,14534,4
14103,14534,13
14105,14534,2
14125,14534,2
14411,14534,11
14414,14534,54
14416,14534,4
14420,14534,75
14422,14534,2
14423,14534,26
14424,14534,162
14425,14534,146
14428,14534,30
14432,14534,22
14433,14534,10
14435,14534,4
14437,14534,25
14445,14534,122
14450,14534,768
14454,14534,28
14456,14534,28
14462,14534,1
14464,14534,23
14466,14534,6
14467,14534,101
14468,14534,83
14469,14534,64
14470,14534,18
14471,14534,14
14472,14534,127
14475,14534,2
14476,14534,2
14477,14534,4
14479,14534,1
14480,14534,5
14481,14534,9
14482,14534,14
14485,14534,25
14486,14534,2
14487,14534,24
14489,14534,20
14502,14534,104
14504,14534,6
14505,14534,19
14506,14534,24
14507,14534,1
14510,14534,14
14511,14534,3
14512,14534,10
14513,14534,39
14514,14534,24
14516,14534,3
14517,14534,6
14519,14534,103
14522,14534,83
14525,14534,2
14526,14534,268
14527,14534,14
14532,14534,8
14533,14534,6
14537,14534,1
14543,14534,34
14544,14534,5
14546,14534,32
14548,14534,12
14551,14534,17
14555,14534,5
14559,14534,107
14560,14534,9
14561,14534,13
14564,14534,191
14568,14534,64
14571,14534,2
14572,14534,6
14580,14534,492
14585,14534,2
14586,14534,88
14589,14534,48
14590,14534,11
14604,14534,7
14605,14534,80
14606,14534,176
14607,14534,196
14608,14534,68
