source,target,proximity
14222,14052,32
14223,14052,40
14224,14052,457
14225,14052,129
14226,14052,74
14227,14052,139
14228,14052,48
14261,14052,6
14301,14052,15
14302,14052,1
14303,14052,5
14304,14052,40
14305,14052,15
14001,14059,26
14004,14059,71
14006,14059,35
14013,14059,1
14025,14059,15
14026,14059,3
14030,14059,16
14031,14059,17
14032,14059,12
14033,14059,18
14034,14059,1
14037,14059,8
14043,14059,125
14047,14059,27
14051,14059,12
14052,14059,262
14055,14059,10
14057,14059,36
14067,14059,1
14068,14059,7
14069,14059,6
14070,14059,15
14072,14059,19
14075,14059,149
14080,14059,54
14081,14059,3
14085,14059,13
14086,14059,165
14091,14059,5
14092,14059,3
14094,14059,30
14102,14059,33
14105,14059,3
14108,14059,1
14109,14059,3
14111,14059,18
14120,14059,25
14127,14059,127
14131,14059,2
14132,14059,6
14139,14059,37
14141,14059,27
14145,14059,20
14150,14059,36
14169,14059,4
14170,14059,16
14172,14059,1
14174,14059,4
14201,14059,9
14202,14059,2
14204,14059,8
14206,14059,48
14207,14059,13
14208,14059,6
14209,14059,9
14210,14059,32
14211,14059,14
14212,14059,12
14213,14059,21
14214,14059,14
14215,14059,19
14216,14059,14
14217,14059,21
14218,14059,55
14219,14059,42
14220,14059,56
14221,14059,48
14222,14059,12
14223,14059,15
14224,14059,228
14225,14059,86
14226,14059,20
14227,14059,85
14228,14059,15
14301,14059,4
14303,14059,2
14304,14059,16
14305,14059,4
14001,14072,8
14004,14072,12
14006,14072,14
14008,14072,2
14012,14072,3
14025,14072,6
14028,14072,3
14031,14072,13
14032,14072,15
14033,14072,2
14034,14072,3
14043,14072,53
14047,14072,8
14051,14072,63
14052,14072,17
14057,14072,17
14059,14072,15
14067,14072,11
14068,14072,19
14070,14072,2
14075,14072,65
14080,14072,5
14081,14072,1
14085,14072,2
14086,14072,63
14091,14072,1
14092,14072,74
14094,14072,128
14102,14072,2
14105,14072,2
14108,14072,16
14109,14072,7
14111,14072,2
14120,14072,283
14127,14072,42
14131,14072,43
14132,14072,37
14139,14072,2
14141,14072,12
14150,14072,280
14169,14072,1
14172,14072,15
14174,14072,36
14201,14072,20
14202,14072,5
14203,14072,2
14204,14072,9
14206,14072,28
14207,14072,63
14208,14072,16
14209,14072,16
14210,14072,19
14211,14072,33
14212,14072,13
14213,14072,47
14214,14072,40
14215,14072,65
14216,14072,74
14217,14072,94
14218,14072,26
14219,14072,20
14220,14072,33
14221,14072,149
14222,14072,30
14223,14072,106
14224,14072,57
14225,14072,80
14226,14072,75
14227,14072,56
14228,14072,55
14261,14072,1
14301,14072,96
14302,14072,1
14303,14072,51
14304,14072,358
14305,14072,169
14001,14127,38
14004,14127,91
14006,14127,213
14008,14127,1
14012,14127,9
14013,14127,2
14025,14127,114
14026,14127,6
14030,14127,39
14031,14127,53
14032,14127,44
14033,14127,105
14034,14127,37
14035,14127,1
14037,14127,5
14043,14127,304
14047,14127,146
14051,14127,100
14052,14127,437
14055,14127,42
14057,14127,256
14059,14127,180
14061,14127,4
14067,14127,8
14068,14127,38
14069,14127,36
14070,14127,51
14072,14127,96
14075,14127,1326
14080,14127,128
14081,14127,17
14085,14127,200
14086,14127,464
14091,14127,9
14092,14127,30
14094,14127,127
14102,14127,24
14105,14127,16
14108,14127,15
14109,14127,3
14111,14127,73
14112,14127,3
14120,14127,138
14126,14127,1
14131,14127,13
14132,14127,10
14134,14127,1
14139,14127,53
14141,14127,187
14145,14127,4
14150,14127,204
14169,14127,4
14170,14127,74
14172,14127,13
14174,14127,17
14201,14127,41
14202,14127,37
14203,14127,16
14204,14127,52
14206,14127,209
14207,14127,113
14208,14127,45
14209,14127,27
14210,14127,185
14211,14127,101
14212,14127,55
14213,14127,102
14214,14127,115
14215,14127,196
14216,14127,96
14217,14127,132
14218,14127,479
14219,14127,426
14220,14127,394
14221,14127,297
14222,14127,59
14223,14127,108
14224,14127,1129
14225,14127,412
14226,14127,130
14227,14127,306
14228,14127,99
14261,14127,16
14301,14127,28
14302,14127,2
14303,14127,16
14304,14127,97
14305,14127,41
14001,14213,8
14004,14213,29
14006,14213,34
14008,14213,2
14012,14213,1
14013,14213,1
14025,14213,5
14026,14213,1
14028,14213,2
14030,14213,2
14031,14213,31
14032,14213,25
14033,14213,9
14034,14213,3
14037,14213,1
14043,14213,54
14047,14213,24
14051,14213,97
14052,14213,51
14055,14213,1
14057,14213,15
14059,14213,17
14067,14213,11
14068,14213,29
14069,14213,1
14070,14213,3
14072,14213,89
14075,14213,153
14080,14213,5
14085,14213,24
14086,14213,93
14092,14213,22
14094,14213,84
14102,14213,2
14105,14213,3
14108,14213,8
14111,14213,6
14120,14213,126
