beta,size,network,seed,realization,times
0.5,0.0,Albany,12186,16,"[200.8, 235.8, 253.0, 261.7, 272.0, 294.1, 326.2, 361.7, 502.6, 4012.3]"
0.5,0.0,Albany,12186,17,"[76.4, 83.9, 96.5, 125.9, 148.1, 177.1, 200.5, 227.3, 301.6, 2962.1]"
0.5,0.0,Albany,12186,18,"[61.2, 71.5, 85.6, 103.8, 127.1, 146.1, 162.3, 201.2, 258.5, 1676.1]"
0.5,0.0,Albany,12186,19,"[17.3, 35.7, 47.2, 69.8, 82.4, 100.6, 115.3, 184.1, 276.8, 1206.8]"
0.5,0.0,Albany,12186,20,"[71.5, 85.9, 103.0, 130.2, 155.5, 175.5, 203.7, 239.8, 347.4, 7797.1]"
0.5,0.0,Albany,12186,21,"[28.0, 58.9, 78.2, 101.2, 136.4, 177.8, 198.1, 235.9, 349.7, 4450.4]"
0.5,0.0,Albany,12186,22,"[44.9, 64.3, 82.0, 105.3, 135.2, 155.9, 191.8, 223.8, 256.2, 1348.3]"
0.5,0.0,Albany,12186,23,"[47.3, 58.3, 78.5, 115.1, 130.5, 143.3, 172.9, 212.6, 318.9, 1728.3]"
0.5,0.0,Albany,12186,24,"[66.2, 79.3, 94.3, 116.4, 142.0, 209.8, 260.2, 285.4, 328.3, 865.2]"
0.5,0.0,Albany,12186,25,"[54.3, 63.1, 78.2, 108.9, 126.4, 136.9, 154.7, 195.8, 310.4, 524.1]"
0.5,0.0,Albany,12186,26,"[80.1, 98.5, 120.3, 134.5, 168.7, 193.9, 223.1, 260.3, 380.0, 1972.1]"
0.5,0.0,Albany,12186,27,"[20.8, 37.5, 54.4, 77.6, 88.4, 110.7, 137.5, 199.4, 305.7, 1852.3]"
0.5,0.0,Albany,12186,28,"[72.4, 82.8, 96.4, 123.8, 157.0, 182.7, 219.3, 272.4, 326.5, 968.4]"
0.5,0.0,Albany,12186,29,"[29.6, 45.8, 61.5, 72.2, 91.6, 117.5, 143.9, 189.8, 277.8, 8549.9]"
0.5,0.0,Albany,12089,0,"[249.5, 263.1, 275.0, 295.6, 313.4, 329.8, 359.0, 384.8, 460.6, 1568.2]"
0.5,0.0,Albany,12089,1,"[565.8, 591.3, 603.6, 614.8, 644.6, 669.2, 695.0, 721.7, 763.9, 1639.6]"
0.5,0.0,Albany,12089,2,"[856.8, 884.7, 897.5, 912.6, 945.0, 969.8, 995.6, 1018.4, 1059.4, 2122.7]"
0.5,0.0,Albany,12089,3,"[291.3, 310.5, 323.0, 339.0, 369.0, 388.0, 413.3, 471.9, 542.2, 2893.4]"
0.5,0.0,Albany,12089,4,"[177.5, 193.5, 200.5, 215.3, 235.1, 276.8, 304.6, 336.8, 411.1, 1533.0]"
0.5,0.0,Albany,12089,5,"[408.0, 427.0, 433.7, 451.5, 468.8, 517.7, 564.2, 609.7, 707.7, 2509.2]"
0.5,0.0,Albany,12089,6,"[145.4, 160.5, 176.9, 195.9, 209.0, 222.5, 251.4, 298.4, 374.5, 6166.5]"
0.5,0.0,Albany,12089,7,"[329.9, 341.7, 361.1, 375.8, 412.2, 445.2, 514.9, 547.6, 618.0, 2761.9]"
0.5,0.0,Albany,12089,8,"[521.5, 533.6, 548.6, 567.8, 589.2, 604.9, 652.7, 693.5, 745.8, 3054.1]"
0.5,0.0,Albany,12089,9,"[226.8, 231.8, 242.3, 254.6, 274.6, 294.9, 306.4, 330.0, 390.9, 641.9]"
0.5,0.0,Albany,12089,10,"[472.0, 479.4, 486.9, 503.3, 531.6, 540.9, 575.0, 595.8, 731.1, 7557.3]"
0.5,0.0,Albany,12089,11,"[259.6, 270.4, 282.3, 308.7, 329.3, 353.1, 391.0, 434.3, 493.9, 1404.9]"
0.5,0.0,Albany,12089,12,"[192.7, 209.6, 229.1, 250.8, 278.0, 311.5, 360.7, 413.0, 454.3, 1587.1]"
0.5,0.0,Albany,12089,13,"[430.3, 520.7, 530.4, 548.2, 569.9, 585.7, 603.1, 643.0, 718.5, 1993.6]"
0.5,0.0,Albany,12089,14,"[145.7, 169.7, 189.3, 205.9, 228.7, 247.7, 267.9, 311.1, 449.2, 1617.6]"
0.5,0.0,Albany,12089,15,"[263.4, 279.2, 296.5, 311.8, 327.2, 364.6, 436.3, 470.5, 537.4, 1416.6]"
0.5,0.0,Albany,12089,16,"[128.8, 143.2, 166.8, 185.5, 207.1, 243.0, 268.3, 305.1, 421.8, 2114.9]"
0.5,0.0,Albany,12089,17,"[939.6, 957.8, 980.3, 1012.8, 1042.1, 1072.5, 1094.0, 1126.8, 1173.4, 3558.9]"
0.5,0.0,Albany,12089,18,"[545.6, 569.0, 586.5, 605.8, 632.2, 662.6, 673.9, 710.9, 767.6, 1885.7]"
0.5,0.0,Albany,12089,19,"[280.8, 352.0, 373.3, 385.7, 404.8, 423.8, 448.3, 470.8, 536.2, 1149.1]"
0.5,0.0,Albany,12089,20,"[194.2, 210.5, 220.1, 233.0, 250.8, 277.0, 306.3, 344.4, 518.7, 1085.0]"
0.5,0.0,Albany,12089,21,"[387.8, 441.7, 451.8, 464.9, 481.8, 495.6, 512.9, 539.4, 612.2, 4220.6]"
0.5,0.0,Albany,12089,22,"[254.6, 289.6, 302.7, 319.5, 351.5, 381.0, 404.9, 452.7, 511.9, 1606.0]"
0.5,0.0,Albany,12089,23,"[174.3, 184.9, 193.0, 211.7, 256.0, 292.7, 333.0, 375.8, 446.2, 1721.9]"
0.5,0.0,Albany,12089,24,"[179.5, 193.0, 205.7, 217.7, 230.4, 251.8, 267.1, 290.2, 365.2, 1845.7]"
0.5,0.0,Albany,12089,25,"[208.6, 225.3, 244.5, 258.4, 301.6, 355.1, 391.2, 441.3, 499.9, 7057.7]"
0.5,0.0,Albany,12089,26,"[277.3, 293.1, 302.8, 319.8, 358.0, 376.4, 397.7, 434.0, 488.6, 3271.1]"
0.5,0.0,Albany,12089,27,"[619.9, 684.2, 701.6, 714.5, 749.0, 772.8, 827.7, 878.3, 937.0, 3150.0]"
0.5,0.0,Albany,12089,28,"[534.0, 556.8, 566.6, 581.4, 613.9, 670.6, 729.2, 762.1, 859.5, 3023.3]"
0.5,0.0,Albany,12089,29,"[280.0, 318.0, 330.3, 343.7, 363.4, 384.3, 408.2, 456.6, 507.5, 1616.5]"
0.5,0.0,Albany,12031,0,"[790.1, 807.5, 815.5, 831.2, 863.8, 876.0, 902.8, 956.4, 1022.8, 14451.9]"
0.5,0.0,Albany,12031,1,"[108.9, 209.5, 236.7, 254.2, 276.4, 300.5, 355.2, 420.5, 498.7, 1152.0]"
0.5,0.0,Albany,12031,2,"[117.4, 247.7, 256.7, 271.4, 288.7, 309.3, 342.9, 377.2, 457.5, 1890.2]"
0.5,0.0,Albany,12031,3,"[163.1, 171.7, 179.5, 189.1, 204.1, 219.4, 235.3, 267.6, 352.2, 1908.8]"
0.5,0.0,Albany,12031,4,"[121.0, 139.8, 157.7, 165.6, 182.1, 195.7, 215.7, 271.7, 402.6, 6036.1]"
0.5,0.0,Albany,12031,5,"[342.7, 374.3, 391.7, 405.0, 422.3, 450.5, 495.1, 541.5, 669.4, 4856.9]"
0.5,0.0,Albany,12031,6,"[184.7, 201.2, 209.1, 223.1, 237.4, 265.0, 300.2, 317.7, 441.2, 2139.3]"
0.5,0.0,Albany,12031,7,"[211.8, 282.1, 336.2, 342.9, 354.4, 375.4, 401.3, 467.4, 566.3, 1827.4]"
0.5,0.0,Albany,12031,8,"[359.9, 395.4, 407.7, 417.5, 438.3, 471.2, 504.6, 550.5, 639.5, 1472.7]"
0.5,0.0,Albany,12031,9,"[144.9, 227.6, 247.3, 258.3, 277.1, 295.1, 315.4, 345.1, 422.9, 2852.8]"
0.5,0.0,Albany,12031,10,"[103.3, 162.7, 195.5, 205.6, 211.5, 243.6, 258.8, 291.1, 383.3, 2344.9]"
0.5,0.0,Albany,12031,11,"[306.6, 368.8, 406.8, 422.6, 430.1, 451.6, 483.6, 518.2, 586.2, 4997.6]"
0.5,0.0,Albany,12031,12,"[277.2, 336.2, 350.6, 366.4, 392.6, 412.3, 447.9, 500.2, 586.5, 5105.7]"
0.5,0.0,Albany,12031,13,"[136.5, 183.3, 193.8, 202.6, 217.1, 234.3, 250.2, 279.7, 365.3, 1840.0]"
0.5,0.0,Albany,12031,14,"[303.3, 338.5, 358.3, 371.7, 384.4, 405.1, 417.7, 483.0, 555.4, 1723.4]"
0.5,0.0,Albany,12031,15,"[113.6, 270.9, 296.7, 307.2, 313.4, 326.8, 352.8, 383.2, 431.8, 2616.2]"
0.5,0.0,Albany,12031,16,"[82.4, 95.5, 99.9, 112.4, 127.9, 158.0, 183.7, 204.6, 248.9, 3223.8]"
0.5,0.0,Albany,12031,17,"[85.3, 148.0, 158.5, 174.8, 183.9, 197.1, 225.5, 241.3, 294.6, 2849.7]"
0.5,0.0,Albany,12031,18,"[129.5, 234.8, 250.2, 269.4, 282.4, 317.4, 342.6, 376.5, 467.2, 2260.1]"
0.5,0.0,Albany,12031,19,"[97.1, 223.9, 296.0, 307.8, 320.6, 341.7, 379.0, 421.1, 491.2, 3751.1]"
0.5,0.0,Albany,12031,20,"[139.7, 159.7, 171.5, 185.5, 206.9, 225.3, 238.9, 263.5, 341.5, 1529.4]"
0.5,0.0,Albany,12031,21,"[60.7, 92.5, 108.6, 116.9, 126.6, 145.9, 174.9, 221.8, 302.0, 5286.9]"
0.5,0.0,Albany,12031,22,"[361.8, 411.9, 422.1, 437.3, 454.8, 477.0, 512.3, 552.8, 629.8, 5857.4]"
0.5,0.0,Albany,12031,23,"[141.5, 161.0, 176.3, 192.6, 216.1, 239.7, 259.7, 285.6, 364.2, 3704.8]"
0.5,0.0,Albany,12031,24,"[320.9, 382.0, 420.8, 433.5, 456.3, 467.2, 484.4, 545.3, 631.3, 1209.7]"
0.5,0.0,Albany,12031,25,"[61.3, 111.8, 118.0, 130.1, 149.6, 163.1, 189.4, 223.6, 296.8, 1857.8]"
0.5,0.0,Albany,12031,26,"[331.7, 346.3, 374.5, 389.7, 402.6, 426.4, 461.6, 524.4, 647.5, 2124.1]"
0.5,0.0,Albany,12031,27,"[131.6, 145.7, 161.0, 175.3, 194.2, 220.6, 252.3, 294.5, 358.3, 2799.8]"
0.5,0.0,Albany,12031,28,"[163.8, 175.7, 187.6, 203.0, 213.8, 247.3, 277.7, 308.8, 375.8, 1169.7]"
0.5,0.0,Albany,12031,29,"[244.4, 294.2, 316.3, 332.0, 360.3, 392.2, 416.8, 445.2, 509.4, 2543.6]"
0.5,0.0,Albany,12123,0,"[118.1, 128.3, 137.9, 150.3, 163.3, 178.5, 194.1, 223.5, 300.8, 2637.1]"
0.5,0.0,Albany,12123,1,"[52.2, 66.9, 87.2, 111.0, 133.7, 153.8, 195.3, 226.7, 285.3, 1509.2]"
0.5,0.0,Albany,12123,2,"[67.5, 76.5, 88.8, 113.4, 146.0, 167.3, 186.9, 215.8, 296.8, 1450.7]"
0.5,0.0,Albany,12123,3,"[93.8, 108.0, 122.2, 143.5, 172.6, 204.9, 239.9, 261.1, 329.4, 1592.2]"
0.5,0.0,Albany,12123,4,"[149.3, 170.4, 186.8, 213.3, 248.0, 272.6, 304.9, 339.5, 433.8, 4245.2]"
0.5,0.0,Albany,12123,5,"[93.9, 115.0, 124.2, 142.6, 163.7, 207.6, 236.1, 270.1, 325.4, 4983.8]"
0.5,0.0,Albany,12123,6,"[47.1, 64.1, 80.1, 102.6, 128.2, 151.1, 186.9, 224.2, 321.2, 2369.7]"
0.5,0.0,Albany,12123,7,"[47.0, 64.9, 78.1, 89.4, 110.4, 138.8, 162.4, 198.0, 264.4, 2580.3]"
0.5,0.0,Albany,12123,8,"[75.7, 100.3, 117.5, 141.7, 207.9, 256.0, 307.0, 329.4, 416.8, 1941.0]"
0.5,0.0,Albany,12123,9,"[58.2, 72.2, 90.1, 105.4, 129.8, 154.5, 177.0, 201.1, 280.5, 1066.7]"
0.5,0.0,Albany,12123,10,"[93.3, 111.2, 128.1, 156.9, 193.9, 227.6, 255.8, 279.9, 311.6, 1498.9]"
0.5,0.0,Albany,12123,11,"[56.0, 68.5, 78.1, 91.8, 102.0, 128.4, 150.6, 198.6, 262.1, 1905.7]"
0.5,0.0,Albany,12123,12,"[17.5, 29.7, 38.9, 66.0, 96.7, 110.8, 146.8, 185.3, 354.5, 2310.4]"
0.5,0.0,Albany,12123,13,"[62.1, 79.1, 99.3, 133.4, 167.9, 221.0, 253.6, 298.5, 365.2, 5076.9]"
0.5,0.0,Albany,12123,14,"[60.9, 69.1, 81.9, 99.5, 112.7, 160.3, 187.9, 219.3, 312.0, 1363.4]"
0.5,0.0,Albany,12123,15,"[115.4, 127.1, 141.7, 175.4, 193.9, 236.6, 258.4, 286.1, 379.9, 1679.0]"
0.5,0.0,Albany,12123,16,"[151.2, 239.3, 252.6, 266.1, 282.9, 306.6, 370.6, 477.4, 502.0, 1550.1]"
0.5,0.0,Albany,12123,17,"[22.5, 34.5, 47.9, 67.8, 84.5, 104.7, 146.6, 183.9, 322.8, 3882.5]"
0.5,0.0,Albany,12123,18,"[53.2, 64.3, 83.1, 115.3, 141.9, 177.9, 217.5, 265.7, 342.4, 858.5]"
0.5,0.0,Albany,12123,19,"[55.2, 83.3, 95.4, 110.1, 149.8, 189.3, 235.4, 277.7, 354.8, 2465.2]"
0.5,0.0,Albany,12123,20,"[52.8, 65.5, 79.9, 97.9, 109.3, 134.0, 176.2, 202.2, 268.9, 3399.1]"
0.5,0.0,Albany,12123,21,"[75.4, 83.2, 94.3, 116.5, 146.2, 192.6, 220.6, 250.2, 299.1, 3008.5]"
0.5,0.0,Albany,12123,22,"[101.8, 119.0, 124.5, 137.4, 142.8, 169.2, 196.1, 239.8, 298.4, 3984.2]"
0.5,0.0,Albany,12123,23,"[44.1, 52.8, 75.6, 93.0, 122.9, 153.4, 176.3, 206.8, 332.0, 1431.0]"
0.5,0.0,Albany,12123,24,"[39.5, 54.7, 67.5, 83.7, 97.0, 111.0, 130.3, 162.8, 273.0, 2010.8]"
0.5,0.0,Albany,12123,25,"[121.2, 149.8, 175.2, 193.6, 205.1, 251.4, 305.0, 346.1, 394.7, 2540.6]"
0.5,0.0,Albany,12123,26,"[46.1, 57.3, 77.1, 104.5, 118.8, 155.8, 178.0, 215.5, 293.9, 1104.0]"
0.5,0.0,Albany,12123,27,"[100.4, 113.7, 122.5, 141.4, 169.2, 205.0, 242.2, 274.1, 333.6, 1740.6]"
0.5,0.0,Albany,12123,28,"[108.2, 142.0, 152.8, 166.3, 197.0, 232.4, 260.2, 303.4, 384.8, 4386.7]"
0.5,0.0,Albany,12123,29,"[37.0, 45.9, 58.5, 86.6, 100.1, 117.1, 167.1, 202.7, 302.0, 3015.6]"
0.5,0.05,Albany,12121,0,"[180.2, 196.5, 205.7, 213.4, 243.1, 280.5, 306.0, 329.4, 410.4, 774.2]"
0.5,0.05,Albany,12121,1,"[336.8, 348.6, 357.9, 370.7, 381.5, 395.9, 419.5, 451.6, 509.2, 1076.6]"
0.5,0.05,Albany,12121,2,"[99.4, 128.0, 140.8, 146.5, 160.8, 183.8, 199.2, 236.6, 307.3, 1010.4]"
0.5,0.05,Albany,12121,3,"[135.2, 145.9, 151.2, 160.6, 176.9, 203.0, 222.1, 265.1, 285.9, 1286.8]"
0.5,0.05,Albany,12121,4,"[111.0, 119.3, 136.1, 149.1, 166.4, 179.0, 189.9, 222.1, 256.6, 1232.1]"
0.5,0.05,Albany,12121,5,"[46.6, 56.4, 67.7, 80.2, 98.7, 114.3, 140.8, 168.2, 259.3, 804.3]"
0.5,0.05,Albany,12121,6,"[98.2, 104.9, 120.2, 131.7, 145.9, 158.1, 179.4, 225.9, 304.5, 749.9]"
0.5,0.05,Albany,12121,7,"[17.1, 27.0, 33.4, 44.7, 57.1, 83.4, 101.1, 131.7, 179.8, 2016.9]"
0.5,0.05,Albany,12121,8,"[72.0, 84.4, 92.7, 108.7, 123.1, 143.6, 160.9, 221.7, 275.1, 1102.3]"
0.5,0.05,Albany,12121,9,"[127.2, 134.3, 148.0, 165.1, 183.2, 210.0, 250.1, 273.3, 305.5, 2260.5]"
0.5,0.05,Albany,12121,10,"[124.8, 143.2, 151.6, 160.3, 178.7, 191.7, 202.2, 224.8, 271.1, 3528.4]"
0.5,0.05,Albany,12121,11,"[112.5, 121.3, 130.5, 147.0, 170.7, 190.8, 215.4, 253.0, 325.5, 3195.7]"
0.5,0.05,Albany,12121,12,"[358.8, 372.4, 386.8, 401.7, 431.5, 451.3, 484.4, 514.0, 614.2, 1399.7]"
0.5,0.05,Albany,12121,13,"[160.8, 178.8, 187.1, 198.5, 210.7, 224.8, 237.0, 264.3, 356.8, 2012.5]"
0.5,0.05,Albany,12121,14,"[29.4, 43.8, 53.3, 81.4, 98.1, 119.0, 135.7, 173.2, 240.0, 2360.1]"
0.5,0.05,Albany,12121,15,"[22.6, 32.5, 51.9, 71.6, 90.5, 106.0, 130.9, 150.2, 199.2, 5765.2]"
0.5,0.05,Albany,12121,16,"[56.4, 66.0, 74.8, 84.5, 98.5, 112.0, 132.7, 175.8, 217.0, 1989.0]"
0.5,0.05,Albany,12121,17,"[102.6, 116.7, 131.0, 139.4, 151.7, 168.1, 180.3, 202.2, 250.1, 3981.6]"
0.5,0.05,Albany,12121,18,"[183.8, 191.0, 197.1, 208.9, 219.5, 240.3, 255.5, 284.1, 341.7, 1114.3]"
0.5,0.05,Albany,12121,19,"[94.7, 103.0, 108.9, 130.5, 151.5, 167.4, 179.6, 204.6, 266.9, 3376.4]"
0.5,0.05,Albany,12121,20,"[151.7, 158.5, 168.6, 181.3, 196.9, 216.7, 235.2, 244.7, 301.7, 3393.7]"
0.5,0.05,Albany,12121,21,"[102.8, 109.4, 116.6, 127.5, 139.2, 167.6, 194.5, 222.7, 306.6, 2524.3]"
0.5,0.05,Albany,12121,22,"[106.7, 119.9, 130.0, 144.5, 169.8, 194.7, 212.4, 250.4, 305.8, 3180.0]"
0.5,0.05,Albany,12121,23,"[78.9, 91.8, 100.1, 115.7, 138.9, 152.9, 170.5, 213.6, 267.5, 1333.8]"
0.5,0.05,Albany,12121,24,"[221.9, 240.3, 245.9, 254.5, 268.9, 286.7, 308.7, 350.8, 392.0, 1058.8]"
0.5,0.05,Albany,12121,25,"[31.5, 41.8, 47.4, 58.1, 72.4, 89.6, 103.9, 137.1, 199.0, 504.4]"
0.5,0.05,Albany,12121,26,"[134.2, 144.0, 157.0, 170.8, 183.4, 199.9, 224.5, 254.6, 304.8, 1075.3]"
0.5,0.05,Albany,12121,27,"[71.0, 76.4, 83.0, 94.0, 112.7, 129.6, 156.8, 181.9, 237.3, 935.8]"
0.5,0.05,Albany,12121,28,"[70.3, 82.4, 93.9, 110.0, 135.7, 163.2, 183.3, 203.1, 275.1, 1434.7]"
0.5,0.05,Albany,12121,29,"[93.6, 100.5, 107.2, 117.6, 130.3, 154.1, 182.3, 209.2, 263.6, 1059.7]"
0.5,0.05,Albany,12084,0,"[78.8, 92.7, 103.8, 119.6, 131.0, 153.8, 167.6, 185.7, 221.1, 1434.7]"
0.5,0.05,Albany,12084,1,"[52.3, 64.9, 72.9, 79.6, 89.2, 102.3, 128.3, 143.9, 207.5, 4683.6]"
0.5,0.05,Albany,12084,2,"[76.2, 89.5, 104.2, 115.6, 129.9, 145.0, 174.4, 215.2, 261.4, 1363.9]"
0.5,0.05,Albany,12084,3,"[75.4, 88.8, 107.1, 117.4, 129.9, 144.5, 168.5, 195.9, 259.8, 7036.3]"
0.5,0.05,Albany,12084,4,"[40.9, 52.1, 57.0, 66.4, 76.1, 83.1, 95.9, 120.0, 192.5, 803.6]"
0.5,0.05,Albany,12084,5,"[93.0, 101.9, 117.6, 132.8, 147.1, 176.3, 196.9, 236.6, 271.1, 1113.6]"
0.5,0.05,Albany,12084,6,"[80.2, 86.8, 101.1, 120.0, 135.7, 143.8, 158.2, 182.9, 232.2, 2918.5]"
0.5,0.05,Albany,12084,7,"[23.8, 34.8, 41.0, 58.2, 75.8, 91.2, 113.9, 152.0, 244.8, 1494.1]"
0.5,0.05,Albany,12084,8,"[125.5, 133.3, 140.9, 161.3, 180.4, 197.2, 206.8, 231.1, 310.0, 1544.7]"
0.5,0.05,Albany,12084,9,"[54.4, 62.3, 76.2, 103.2, 128.4, 144.6, 160.6, 179.5, 233.2, 703.1]"
0.5,0.05,Albany,12084,10,"[161.9, 169.2, 178.3, 195.3, 223.5, 248.2, 268.5, 289.3, 323.8, 540.8]"
0.5,0.05,Albany,12084,11,"[28.9, 37.9, 49.8, 61.9, 67.9, 78.5, 96.8, 140.5, 238.2, 504.8]"
0.5,0.05,Albany,12084,12,"[104.7, 110.1, 117.9, 123.3, 131.9, 164.2, 187.6, 253.1, 307.9, 1122.3]"
0.5,0.05,Albany,12084,13,"[198.6, 215.5, 226.9, 244.8, 262.2, 278.5, 299.7, 332.6, 364.0, 2795.0]"
0.5,0.05,Albany,12084,14,"[17.8, 26.2, 38.5, 56.5, 72.2, 85.9, 110.5, 132.2, 181.6, 2444.8]"
0.5,0.05,Albany,12084,15,"[266.3, 273.8, 280.0, 298.2, 320.1, 334.9, 367.7, 409.0, 483.9, 995.5]"
0.5,0.05,Albany,12084,16,"[83.2, 91.8, 103.3, 114.0, 122.1, 139.2, 158.0, 188.3, 259.7, 677.7]"
0.5,0.05,Albany,12084,17,"[100.0, 113.4, 130.5, 143.2, 161.0, 180.1, 214.5, 248.0, 325.0, 1071.8]"
0.5,0.05,Albany,12084,18,"[129.2, 141.0, 151.7, 164.6, 187.8, 215.8, 231.9, 257.9, 332.3, 574.0]"
0.5,0.05,Albany,12084,19,"[20.5, 28.5, 35.5, 38.1, 54.7, 77.7, 103.0, 128.4, 174.5, 1663.0]"
0.5,0.05,Albany,12084,20,"[49.7, 64.5, 72.3, 78.2, 88.1, 103.4, 124.9, 145.3, 191.6, 1363.6]"
0.5,0.05,Albany,12084,21,"[37.6, 44.6, 58.9, 81.3, 107.2, 133.3, 156.3, 172.8, 243.5, 1124.3]"
0.5,0.05,Albany,12084,22,"[13.8, 24.5, 39.4, 56.2, 85.5, 100.9, 117.8, 146.1, 200.4, 1858.6]"
0.5,0.05,Albany,12084,23,"[25.7, 31.5, 40.7, 47.5, 61.8, 87.4, 101.5, 156.1, 257.9, 1043.7]"
0.5,0.05,Albany,12084,24,"[15.8, 27.7, 35.6, 45.4, 66.7, 84.4, 138.5, 157.8, 201.3, 3277.4]"
0.5,0.05,Albany,12084,25,"[22.1, 35.6, 53.5, 60.6, 69.7, 87.4, 104.1, 140.4, 219.5, 703.7]"
0.5,0.05,Albany,12084,26,"[31.0, 37.5, 52.4, 61.2, 74.7, 93.1, 109.2, 133.9, 184.5, 1438.8]"
0.5,0.05,Albany,12084,27,"[137.7, 155.3, 168.8, 176.1, 181.6, 193.8, 208.1, 250.0, 361.4, 2308.5]"
0.5,0.05,Albany,12084,28,"[44.8, 50.5, 58.5, 68.3, 81.4, 91.1, 116.8, 137.6, 213.9, 1233.3]"
0.5,0.05,Albany,12084,29,"[43.6, 48.0, 63.1, 78.3, 87.9, 106.7, 130.8, 180.3, 260.7, 1426.9]"
0.5,0.05,Albany,12010,0,"[24.1, 32.3, 47.3, 59.3, 66.8, 83.6, 108.4, 139.7, 206.7, 2594.5]"
0.5,0.05,Albany,12010,1,"[32.7, 40.2, 50.3, 59.4, 76.1, 93.3, 119.7, 136.2, 213.3, 616.8]"
0.5,0.05,Albany,12010,2,"[40.7, 50.4, 56.8, 62.4, 73.3, 92.4, 113.6, 136.6, 159.2, 2881.1]"
0.5,0.05,Albany,12010,3,"[32.6, 40.6, 50.0, 60.6, 68.8, 85.6, 103.9, 148.7, 187.8, 2458.8]"
0.5,0.05,Albany,12010,4,"[45.4, 57.9, 64.2, 76.0, 86.8, 105.4, 131.0, 152.7, 193.2, 481.1]"
0.5,0.05,Albany,12010,5,"[34.4, 54.7, 65.1, 74.1, 96.1, 115.4, 127.7, 168.1, 267.4, 2004.7]"
0.5,0.05,Albany,12010,6,"[26.5, 45.8, 52.5, 63.9, 74.8, 94.4, 118.6, 138.8, 195.9, 2978.1]"
0.5,0.05,Albany,12010,7,"[12.4, 20.0, 32.1, 46.1, 64.1, 75.9, 99.0, 120.3, 173.3, 2903.1]"
0.5,0.05,Albany,12010,8,"[15.2, 24.2, 35.6, 47.8, 81.3, 114.4, 158.3, 183.5, 213.9, 1790.0]"
0.5,0.05,Albany,12010,9,"[53.2, 78.4, 88.7, 102.7, 119.6, 133.4, 154.3, 208.7, 255.7, 776.8]"
0.5,0.05,Albany,12010,10,"[53.0, 65.7, 74.3, 87.1, 96.0, 117.5, 141.2, 178.4, 221.7, 1977.9]"
0.5,0.05,Albany,12010,11,"[28.5, 43.6, 57.3, 70.4, 81.1, 108.8, 121.4, 162.4, 239.9, 11021.9]"
0.5,0.05,Albany,12010,12,"[25.5, 34.9, 45.1, 53.6, 67.1, 83.4, 114.0, 154.1, 213.3, 2844.5]"
0.5,0.05,Albany,12010,13,"[21.1, 32.0, 48.6, 58.6, 74.2, 94.5, 118.4, 147.5, 182.3, 2783.3]"
0.5,0.05,Albany,12010,14,"[21.6, 31.4, 37.3, 50.6, 70.6, 85.1, 101.1, 124.9, 171.8, 895.0]"
0.5,0.05,Albany,12010,15,"[25.4, 34.3, 43.4, 53.9, 68.4, 78.4, 99.1, 125.4, 170.9, 995.7]"
0.5,0.05,Albany,12010,16,"[19.8, 25.4, 34.7, 51.3, 72.8, 96.0, 118.3, 153.8, 206.1, 1177.4]"
0.5,0.05,Albany,12010,17,"[25.2, 32.6, 42.7, 51.7, 65.9, 89.9, 110.0, 141.7, 213.7, 1696.5]"
0.5,0.05,Albany,12010,18,"[44.3, 63.2, 73.1, 80.0, 96.0, 112.8, 127.2, 172.8, 290.1, 4104.8]"
0.5,0.05,Albany,12010,19,"[18.7, 25.5, 35.3, 47.9, 58.1, 73.5, 95.3, 133.8, 198.8, 977.0]"
0.5,0.05,Albany,12010,20,"[20.9, 33.4, 41.5, 55.3, 69.3, 82.0, 117.4, 149.4, 210.8, 2480.6]"
0.5,0.05,Albany,12010,21,"[14.6, 27.0, 43.1, 57.1, 68.2, 77.1, 92.7, 118.2, 173.1, 2199.8]"
0.5,0.05,Albany,12010,22,"[42.8, 55.2, 64.6, 78.0, 83.9, 103.8, 129.2, 169.2, 215.5, 3924.1]"
0.5,0.05,Albany,12010,23,"[27.6, 37.8, 50.2, 66.6, 92.2, 112.5, 133.0, 171.9, 228.8, 1282.9]"
0.5,0.05,Albany,12010,24,"[16.0, 26.9, 32.9, 45.4, 69.3, 96.9, 112.5, 163.0, 209.5, 1001.3]"
0.5,0.05,Albany,12010,25,"[13.1, 22.7, 41.1, 64.5, 88.2, 109.4, 127.8, 171.1, 228.9, 1348.6]"
0.5,0.05,Albany,12010,26,"[18.0, 28.4, 32.9, 52.6, 70.1, 82.2, 94.6, 128.6, 158.5, 737.1]"
0.5,0.05,Albany,12010,27,"[25.9, 40.8, 53.7, 71.1, 100.0, 111.7, 130.8, 172.4, 219.6, 669.5]"
0.5,0.05,Albany,12010,28,"[26.5, 36.1, 45.3, 63.9, 85.5, 105.2, 120.4, 142.8, 180.3, 1618.6]"
0.5,0.05,Albany,12010,29,"[10.8, 27.0, 47.4, 56.1, 67.9, 87.4, 112.5, 139.2, 200.4, 1160.3]"
0.5,0.05,Albany,12059,0,"[61.9, 81.2, 91.3, 101.1, 109.4, 129.3, 154.3, 178.6, 217.6, 2796.6]"
0.5,0.05,Albany,12059,1,"[47.2, 55.5, 64.0, 74.7, 93.1, 102.0, 118.4, 145.6, 221.7, 4714.0]"
0.5,0.05,Albany,12059,2,"[94.9, 106.3, 113.5, 128.1, 138.2, 153.4, 172.0, 189.3, 227.3, 1389.6]"
