source,target,metric,proximity,s_value,distance,metric_distance
12203,12803,False,0.0015412278448497304,4.84559435994315,647.8333333333333,133.69532924355926
12203,13459,False,0.0007651527572826146,5.8269051833055885,1305.9285714285716,224.12044307330254
12203,12149,False,0.000661485033901108,6.763949965779772,1510.75,223.353219293933
12203,12822,False,0.001148345338761875,7.228124097148657,869.8181818181819,120.3380254859358
12203,12850,False,0.00042744176106005556,15.038379405634268,2338.5,155.50212805003838
12203,12147,False,0.00033611562377457843,10.298190255690004,2974.166666666667,288.80478927094657
12203,12833,False,0.0008882850872609468,9.535293789577342,1124.764705882353,117.95805464450287
12203,12828,False,0.0011753883892068684,6.835683785368681,849.7826086956521,124.31566985508522
12203,12835,False,0.0003840035108892424,13.9133592736868,2603.142857142857,187.096646175591
12203,12871,False,0.0009484166710574846,8.096845774804455,1053.388888888889,130.09867276548553
12203,12884,False,0.00016815200941651252,14.43558912214644,5946.0,411.89867276548557
12203,12092,False,0.00016614975631369075,26.550381797149686,6017.666666666666,226.65085243002767
12203,12859,False,0.0004899292324442025,12.268766178189692,2040.111111111111,166.2849451591829
12203,12022,False,0.000388867285150825,10.331658159968606,2570.5714285714284,248.80531167121381
12203,12064,False,0.0001690045631232043,16.034641863059452,5916.000000000001,368.9511777390713
12203,12166,False,0.0001667685807993774,33.38142497101344,5995.333333333333,179.60088098513904
12203,12008,False,0.00027926720285969614,6.43087533395471,3579.8,556.6582796433372
12203,12863,False,5.58909009613235e-05,42.54709636479137,17891.0,420.498730315359
12203,12076,False,0.00022378874342620565,16.650443107310938,4467.5,268.3111777390713
12203,12169,False,5.6258790436005626e-05,58.62289032422521,17774.0,303.19214732841493
12203,12063,False,0.00033649262520329764,5.832768820625789,2970.833333333333,509.3350044712721
12203,12469,False,5.613247263541959e-05,58.194294816507394,17814.0,306.1124815786389
12203,12161,False,0.00016898552357348055,4.522569961551618,5916.666666666666,1308.2532093404602
12203,12194,False,5.6353902507748664e-05,63.76208266720001,17744.0,278.2845110724046
12009,12206,False,0.006102941176470588,1.3056271405869462,162.855421686747,124.73348372149736
12009,12305,False,0.0077783951107230735,1.0130098945755919,127.5612244897959,125.9229797979798
